name,amount
Mrs. Elizabeth Mosley,9759.77
Jordan Young,21011.38
Andrew Richardson,28525.41
Amy Horne,2415.02
Adam Sanchez,3498.2
Anthony Morgan,72778.98
Allen Cooper,82669.61
Lauren Harris,77620.82
Michael Ashley,32847.82
Nicholas Paul,76801.97
Nicole Villanueva,46625.58
Joseph Reynolds,91178.52
Deborah Gutierrez,35116.15
Matthew Chapman,2296.27
Devon Morales,68324.09
Todd Hoover,65151.38
Alan Vargas,93558.54
Shelby Reid,28861.89
Marisa Johnson,97411.34
Emily Estrada,25190.43
Craig Rivera,7396.78
Calvin Mclaughlin,91594.35
Luis Fisher,90017.7
Derek Young,42718.63
Sheila Allen,69855.14
Paul Spencer,42583.93
Eric Thomas,81397.93
Christian Sims,73362.65
Rachel Snyder,17099.81
Craig Harris,74231.25
Jacqueline Garza,31703.27
Christopher Martinez,74325.62
Dr. Cory Taylor,70177.75
Jamie Evans,81110.54
Andrew Garcia,51420.22
Patrick Crane,93221.24
Tracey Ferguson,7730.15
Julie Obrien,19697.63
Louis Howell,7665.37
Mark Ferrell,81687.18
Daniel Lozano,47013.27
Amanda White,24551.98
Morgan Cook,68851.1
Christina Phillips,75380.12
Mr. Michael Sanchez,7342.08
Tammy Sosa,78645.28
Ricky Kramer,13746.91
Daniel Smith,11788.08
Marcus Jackson,56107.73
Vincent Brooks,37453.31
Alexander Campbell,60369.39
John Williams,2804.02
Paul Vazquez,71.09
Sarah Harris,51500.97
Sarah Hammond,56690.92
Garrett Owens,2160.14
Michelle Knox,45068.95
Austin Martin,30564.45
Zachary Smith,70522.43
Casey Silva,98556.89
Julie Hall,88481.65
Susan Wilkinson,77043.74
Amanda Johnson,14589.46
Jamie Mccoy,49525.07
William Nichols,10231.16
Deborah Roth,13161.35
Matthew Cruz,72304.67
Sherry Anderson,89340.3
Dylan Smith,25422.51
Johnny Powers,5058.98
Sonia Harmon,23112.33
James Anderson,67403.56
Michael Lang,11725.91
Jay Perez,90551.12
Christina Reyes,24324.18
Eddie Kemp,96495.47
Shawn Ruiz,15290.23
Susan Turner,86242.05
Alicia Williams,16814.64
Stephanie Ward,8502.56
Mark Rivera,89946.75
Heather Phillips,24230.21
Travis Cole,10070.83
Sherry Huerta,57580.21
Jonathan Mills,1860.23
Melissa Walker,86443.59
Austin Smith,68678.61
Jay Cisneros,25989.55
Patricia Knight,52698.33
David Miller,57058.37
Eric Wagner,20494.55
Briana Hodges,52708.43
Steve Woodard,27631.65
Regina Fox,97389.31
Ronald Harris,48029.95
John Watson,59889.85
Kelly Goodwin,88203.26
Steven Bennett,88624.38
James Davis,39012.02
Tonya Johnson,74818.7
Andrea Graham,71858.99
Margaret Day,9548.39
Billy Riley,84422.27
Clayton Henson,67399.65
Jason Castaneda,7735.43
Matthew Brown,5111.22
Christopher Haas,23042.82
Colin Garrett,59310.33
Susan Evans,90837.54
Kristina Oliver,88161.51
Benjamin Johnson,94511.06
Caroline Kelly,12923.48
Alyssa Singh,32361.29
Kimberly Scott,82107.57
Andre Holmes,40855.18
Dominique Maldonado,67868.49
Lisa Brown,36129.44
Jill Rosales,26088.34
Amanda Adams,90606.09
Steven Bass,31821.09
Hunter Roth,42988.36
Andrea Jackson,14361.45
Kristen Hooper,22278.55
Samantha Farmer MD,57742.46
James Ford,1191.03
Charles Yates,11895.63
Bruce Vasquez,558.05
Taylor Lopez,8892.74
Rhonda Ramos,84118.68
John Jensen,96481.05
Kelsey Hughes,22305.89
Cameron Dickson,82014.9
Jill Jordan,85737.02
John Hess,82183.99
Jessica Henson,22965.94
Francisco Hicks,97427.23
Robert Watson,81260.26
Michael Bailey,42942.66
Mike Ortiz,8770.86
Stanley Giles,33525.93
Michele Pearson,7340.64
Kara Nelson,80352.61
Samuel Dalton,67376.49
Jose Craig,30513.04
Yolanda Evans,95818.22
Ronald Lopez,37806.47
Laura Hunter,34625.55
Michael Barnett,60115.46
Robert Williams,93530.19
Nancy Dyer,75772.07
Christopher Lewis,56947.92
Mark Mueller,84623.11
Steven Shepherd,76433.13
Clayton Cox,37342.42
Brittany Hebert,32967.71
Stephanie Torres,71308.86
Brendan Rose,22812.45
Amanda Payne,62567.29
Caitlin Collins,55340.93
Pamela Collins,92524.97
Taylor Norman,14776.01
Stephanie Rojas,21262.5
Catherine Jimenez,56950.23
James Cruz,90515.05
William Frey,33691.7
Michael Shah,82870.67
Frederick Williams,66681.49
Lucas Lutz,81013.55
Peter Grant,25941.53
Michael Grimes,47059.75
Matthew Mcguire,48568.06
Stephanie Hall,96926.67
John Davis,67077.8
Gary Martin,32709.25
Virginia Thomas,57311.8
Carlos Guzman,1429.09
James Adams,16900.56
Katherine Gonzalez,10223.59
Amanda Mason,72107.36
James Gray,56131.05
Daniel Roberts,7760.03
Ashley Collins,26562.44
Duane Mcdowell,93630.59
Meghan Hurst,70900.48
Kristopher Cole,33387.64
Michael Murphy,42038.23
Stephen Bailey,73886.23
Elizabeth Baker,88838.63
Christine Day,17029.86
Jennifer Reyes,64968.93
Eric Rogers,65419.73
Peter Rodriguez,91884.69
Susan Carter,76174.45
Jonathan Atkins,53585.89
Shawn Johnson,67241.08
Tyler Miller,68827.58
Jason Park,51936.84
David Terrell,74692.21
Dale Fuentes,42521.85
Crystal Cook,29495.78
Kenneth Turner,58604.0
Angel Jackson,40473.46
Jasmine Liu,63757.9
Martha Fox,74451.69
Kristen Kelly,53535.33
Dr. Albert Hernandez,17125.03
Kendra Reid,39736.6
Cory Warner,67356.46
Shannon May,89227.37
Christy Davis,11534.04
Amanda Parker,8489.46
Dr. Matthew Logan II,88913.48
Michael Gutierrez,70889.44
Kelly Hurst,16724.09
Dennis Michael,4841.19
Brandon Hughes,77208.5
Dr. Jenna Combs,63310.15
Susan Key,67879.45
Timothy Smith,97702.88
Troy Harmon,55256.45
Benjamin Parker,44954.89
Micheal Park,61347.55
Brian Walton,54412.48
Gina Cook,37430.0
Erin Armstrong,17619.16
Rebecca Banks,22966.2
William Fletcher,63627.19
Nicole Harrison,90868.73
Christopher Lee,73012.53
Anita Stephens,24865.85
Cassandra Davis,37940.83
Courtney Rhodes,99899.72
Christopher Ortega,97248.35
Daniel Morales,57570.96
Amber Johnson,53281.42
Teresa Fisher,56560.62
Justin Hawkins,41761.8
Marissa Miller,11443.51
Amanda Howard,60965.58
Jamie Washington,28478.89
Robert Wilson,13169.36
Derek Allen,79362.45
Joy Salas,96774.9
Brian Lee,82472.8
Felicia Romero,98520.01
Keith James DDS,35633.17
Monique Fischer,65949.61
Albert Gomez,9783.72
Christina Harmon,84035.24
Seth Warren,75719.2
Heidi Meza,70544.63
Christina Bowman,82230.19
Michael Clayton,70634.08
Amanda Russo,58182.33
Shirley Vaughn,2015.07
Dustin Hayes,13925.76
Holly Duran,54166.46
Anthony Simpson,90185.44
Crystal Davis MD,2898.23
Hayden Lopez,48443.71
Robert Fernandez,14127.91
Laura Bernard,98045.79
David Bailey,29156.66
Patrick Hunter,3914.99
Patricia Andrews,82213.27
David Collins,60983.36
Billy Dixon,31006.34
Michael Lee,5948.01
Mark Pope,93604.87
Lisa Lawson,97619.02
Mr. Scott Chambers,94136.85
Anna Chaney,82737.18
Brandon Smith,42039.1
Scott Robertson,36131.98
Brian Koch,36979.61
Patricia Reyes,6492.33
Robert Kennedy,6312.53
Courtney Wilson,20795.55
Carla Jones,73031.91
Robert Jones,95491.95
Gregory Collins,39589.88
Kristi Hall,54471.77
Brandon Phelps,55940.29
Robert Burns,45821.42
Tammy Lewis,81774.38
Maxwell Harris,19861.2
Jessica Galvan,9788.35
Joanne Hobbs,68505.47
John Smith,43460.55
Cheryl Schneider,86045.07
Nicole Swanson,83647.4
Sonia Guerrero,73055.99
Meghan Brown,80010.01
Miss Brittney Davis,60317.02
Stephen Collins,16447.42
Steven Manning,47256.29
Christopher Hawkins,66707.68
Candace Johnson,70844.01
Felicia Miller,18490.97
Paul Bradford,71240.51
Heather Alvarez,2381.27
Steven Mclean,64833.14
Angela Martinez,25196.9
Dustin Andrews,66249.73
Joel Sanchez,13966.19
Matthew Carter,54047.47
Lori Carter,70544.42
Chad Morris,32870.53
Judy Adams,71148.24
Jamie Garza,80165.57
Steven Sanchez,76650.63
Jenny Duncan,74412.8
Jeffrey Hudson,71488.34
Daniel Jackson,20035.95
Lindsey Hernandez,62237.08
Deborah Holloway,24429.66
Jessica Baldwin,19978.33
Jonathon Higgins PhD,10278.75
Jonathan Hill,31040.39
Robert Baker,42707.4
Margaret Fritz,88812.86
Timothy Kirby,93608.95
Mariah Johnson,37584.11
Adrian Lopez,98827.44
Cody Reeves,93214.65
Candace Carter,25595.16
Natalie Fisher,78147.34
David Cooper,50040.11
Francisco Rocha,55127.41
Leslie Richardson,49863.88
Lauren Edwards,9571.2
Meghan Wheeler,3211.12
Kayla Hinton,3189.41
Deborah Moore,87905.49
Justin Rice,4837.61
Michael Simmons,37186.55
Robert Dixon,56615.29
Melissa Camacho,79420.7
Maria Dixon,44599.46
Samantha Finley,40787.68
Robin Harrington,65207.0
Kimberly Moore,45027.38
Victoria Johns,92579.83
David Brennan,65831.76
Traci Smith,85929.61
David Conner,31506.74
Theresa Bell,44187.16
Lori Smith,39401.06
Brandon Aguilar,27459.33
Melissa Burns,48268.0
Ryan Mcneil,69162.08
Colleen Lewis,20391.96
Jill Martin,58023.53
Shannon Gutierrez,23653.01
James Williams,74735.18
Christina Powell,15932.18
Mary Brown,1458.82
Scott Johnson,31860.72
Lauren Tucker,41717.25
Mrs. Stephanie James,17910.09
Kent Murray,97363.67
Martha Proctor,18208.23
Marie Hanson,20068.66
Austin Aguilar,85749.24
Christopher Hart,3845.51
David Benson,68563.13
Eric Stevens,58600.06
James Daniels,72675.12
Charles Hendricks,95075.0
William Hodges,90263.09
John Perkins,31115.75
Matthew Murphy,53942.58
Matthew Page,42243.23
Valerie Watson,2349.52
Chris Campos,34736.05
Frank Soto,83596.09
Peter Stewart,91415.87
William Nelson,20747.01
Alexander Peterson,66544.77
Kevin Davis,67997.49
Jeffrey Rivera,64741.78
Aaron Martinez,16429.16
Annette Howell,91677.24
Dr. Wesley Moses,96551.72
Melanie Perry,65657.89
Jesse Nelson,67540.5
Mr. Paul Blankenship MD,74248.95
David Rodriguez,32133.64
Melissa Wood,51771.67
Erik Sanders,25239.83
Shawn Johnson,9498.19
Andre Stein,39342.0
Jerry Mclean,88711.03
Natasha Reed,56911.85
Zachary Ross,62138.29
Madison Montoya,61182.12
Jordan Jones,47898.4
Kara Smith,81659.17
Robert Sexton,55594.73
Bill Griffin,55885.65
Mary Kelly,96663.44
John Brown,65436.56
Matthew Watkins,52115.69
Dr. Patricia Mcgee,93920.52
Stephanie Roach,57802.63
Jill Barrera,25933.26
Jose Vargas,73546.86
Jasmine Atkinson,89360.43
Stephen Rogers,90811.82
Gregory Weaver,29416.86
Michael Hamilton,93197.36
Mark Hernandez,12626.89
Michael Nguyen,45504.05
David James,11245.81
Jacqueline Wood,2754.34
Lance Vaughn,53998.7
Thomas Arellano,723.05
James Wilcox,142.84
Keith Weeks,98101.23
Gregory Greene,42220.1
Michelle Ortiz,30707.82
Samantha Harrison DDS,57670.11
Kenneth Perez,94463.28
Linda Rodgers,55899.79
Sheila Long,60348.4
Paula Thompson,43636.81
Angelica Lee,38543.77
Mary Gonzales,64972.24
Jessica Clark,68578.73
Mr. Eric Green,48876.31
Christine Carney,50316.02
Henry Williams,42405.58
Jeremy Pena,23273.9
Earl Woodard,86385.24
Elizabeth Graham,61737.9
Jonathan Wilson,12495.52
Anne Jackson,98302.52
Christine Scott,70590.41
Trevor Fox,22063.24
Mark Wilson,75578.99
Jason Rogers,65290.26
Amber Cook,86748.85
Jennifer Stewart,88442.2
Traci Williams,94568.01
Christopher Jones,76088.44
Alexandria Edwards,21041.75
Brenda Landry,59997.91
Amanda Jackson,11343.51
Kenneth Harris,62002.03
Jamie Lowery,20453.79
Brianna Lee,9651.25
Roberto Stewart,63584.72
Brian Smith,99651.98
Laura Lee,98780.09
Kristina Gordon,52920.66
Nichole Thomas,72104.71
Alexa Baker,48828.83
Jennifer Phillips,77368.95
Anna Freeman,33048.39
Erica Townsend,25233.78
Debra Bates,13736.56
Kayla Parker,65530.28
Amanda Vega,29310.77
David Manning,83763.46
Joseph Diaz,70734.63
Linda Carr,71399.32
Lisa Griffin,84356.52
Craig Snow,2874.48
Johnny Peterson,66847.94
Ryan Garcia,95685.31
Daniel Thomas,17938.69
Gwendolyn Wilson,84968.77
Ryan Lewis,35677.54
Brandon Snyder,78265.59
Ann Gonzalez,99968.21
Matthew Powers,85729.97
James Chavez,57690.29
Claudia Turner,6383.19
Lauren Mccarthy,38397.6
Ricky Bradley,37685.36
Brandy Kirk,42744.85
Stephanie Reed,34689.18
Laurie Walker,54472.91
Charles Beasley,23959.96
Paul Hernandez,94999.15
Dr. Stanley Reeves,54330.05
Barbara Stephenson,83078.34
Kendra Kelly,30923.74
Danielle Silva,27008.64
Deanna Martin,43156.25
Ethan Newton,30958.69
Mr. Bryan Holmes,63463.34
Bethany Prince,89495.98
Jonathan Mosley MD,17519.24
Andrea Todd,3870.23
Jason Sullivan,75460.1
Jeffrey Buchanan,48122.09
Kyle Carson,71906.24
Deanna Scott,4222.06
Doris Price,61350.73
Donald Greer,49445.23
Kelli Cortez,62454.57
Matthew Conley,78371.11
Kirk Noble,92363.02
Traci Anderson,98983.88
Steve Davis,95834.02
Tiffany Gonzales,54827.14
Nicole Weaver,60194.4
Barbara Shelton,68345.24
Edward Jones,33515.42
Teresa King,16108.63
Crystal Miller,59555.49
Dawn Edwards,19620.39
Susan Walls,25233.1
Autumn Koch,43653.53
Tammy Thomas PhD,49034.17
Gregory Murray,1315.22
Alex Ramos,94993.35
Kylie Orozco,37684.08
Madeline Stewart,38015.83
Diana Stafford,59978.96
Holly Giles,47648.28
Savannah Barton DDS,31431.4
Alyssa Peters,94176.09
Kyle Flowers,62321.49
Nancy Parker,35173.59
Bethany Miller,62553.78
Angela Davidson,57951.57
Jennifer Harrington,55954.67
Susan Ortiz,52961.1
Gregory Hernandez DDS,14578.25
Amanda Wright,22789.37
Barbara Johnson,12103.29
Bobby Tate,35957.23
Kevin Davis,85440.12
Bonnie Copeland,43799.0
Lauren Mcgee,65405.53
Robert Wiley,3429.94
Andrew Brady,28817.38
Christian Williams,84780.69
Rodney Crawford,17197.4
Allison Moon,32488.1
Lisa Anderson,6465.33
Sabrina Coleman,10861.88
John Lane,78606.34
Tyler Roberson,9224.34
Brian Martin DVM,81116.56
Danielle Brown,83949.07
Stephanie Lopez,38763.7
Dr. Sara Young,96825.61
Katrina Howe,1104.12
Steven Mack,78571.78
Jesse Wilson,25132.15
Paul Reeves,83851.0
Ryan Hill,40294.4
Cheryl Baker,12172.88
Timothy Hunt,64982.31
Samuel Stanley,67823.01
Justin Hawkins DDS,55128.79
Angela Jones,47793.25
Pamela Jackson,92932.88
Elizabeth Chen,51976.91
Amy Lewis,92180.44
Jeffrey Ramos,99736.79
Stephanie Lopez,11069.22
Troy Ramos,42002.24
Melvin Phillips,3835.7
Megan Sims,83433.76
John Parks,42801.9
Andrew Garcia,38678.94
Anthony Taylor,5127.66
Nicolas Tucker,16301.81
Kathleen Gilbert,29302.58
Matthew Walker,61112.85
Ronald Miller,62889.56
Kayla Matthews,87132.29
Russell Martinez,71176.86
Brandon Davila,1182.98
Rachel Reed,12314.52
Jennifer Farmer,17735.12
Rebecca Mendoza,45856.27
Joseph Foster,29507.56
Jordan Wyatt,1802.79
Robert Hardin,3244.44
Michael Pham,87318.0
Cynthia Martinez,7444.26
Erin Rojas,87591.77
Jennifer Vasquez,58701.17
Olivia Ball,86347.68
Amy Prince,6242.27
Lisa Underwood,1938.42
Ryan James,81483.27
Jeffrey Phillips,19104.12
Michael Alvarado,59368.26
Jessica Hardin,54544.52
Eric Duncan,74862.54
Eileen Griffin,23315.71
Ashley Blake,96011.45
Joy Lamb,9731.49
Kimberly Miller,44686.2
Sonia Ortiz,80210.14
Marissa Smith,98826.28
David Graham,39119.36
Melissa Rivera,54749.41
Eric Mcpherson,38571.34
Jodi Roberts,33307.93
Sarah Richardson,20574.18
David Burke,25858.55
Kelly Bruce,36374.97
Denise White,99983.37
Laura Ferguson DDS,50602.86
Joseph Byrd,51749.38
Charles Morales,94539.01
Tanya Fowler,40235.52
Matthew Valenzuela,48771.57
Alexander Gonzalez,46086.09
Ryan Short,5472.2
Ralph Davis,54933.49
Philip Martinez,35395.87
Jennifer English,34692.11
Troy Lopez,22656.75
Kristen Lopez,39147.46
Maurice Brown,88270.03
Angel Gardner,17183.38
Allen Ward,66317.45
Trevor Carter,82848.7
Timothy Woods,23897.74
Susan Tate,31534.32
Lawrence Richardson,38216.81
Jacob Roberts,64175.52
Kenneth Watts,34802.99
Amanda Shields,54414.93
Joseph Richards,92196.65
Antonio Stevenson,46506.16
Anna Schultz,82741.01
Andrea Spears,41254.17
Joseph Hensley,87820.07
Angela Brock,2394.27
Brian Rich,68470.52
Paula Frazier,82095.29
Jeffery Odonnell,11943.83
Seth Thomas,96373.47
Allison Martinez,46052.34
Amy Schneider,7853.4
Travis Baker,27714.08
Michelle Kelly,31942.83
Willie Gibson,33391.12
Laura Wallace,88063.93
Robert Johnson,99608.24
Chelsea Ramos,91814.02
Kathleen Ruiz,36494.24
Karen Munoz,84272.16
John Miranda,12480.3
Brianna Anderson,72594.32
Adam Watson,11863.45
Rachel Smith,41639.66
Stacey Williams,96547.05
Pamela Jones,18266.5
Wendy Leach,15266.45
Shelby Anderson,14699.58
Nathan Austin,82625.29
Tracy Anderson,99525.12
Gary Jensen,93303.96
Angela Wilson,32923.15
Amanda Sims,77905.18
Cory Nichols,80881.82
Jonathan Schultz,44664.42
Jeffrey Rodriguez,47901.05
Jesse Lewis,25508.48
Melissa Rodriguez,41813.2
Jessica Stewart,42050.24
Wayne Anderson,35197.14
Scott Jordan,65887.13
Thomas Thomas,33020.93
Felicia Cortez,84723.5
Julie Gordon,52608.59
Jose Bright,95499.22
Jordan Flynn,54901.77
Jacob Brandt,55400.27
Erika Torres,73540.49
Rachel Long,12944.44
Jasmine Carpenter,98071.87
Brittany Brown,3677.51
Tony Cooper,14448.32
Sherry Snyder,41118.55
Joshua Johnson,13877.12
Larry Williams,17469.79
Jamie Stewart,13162.77
Mr. Edward Owens,17472.94
Clinton Davis,21260.88
Jonathan Garcia,71464.2
Dustin Blake,24576.65
Rebecca Mclaughlin,7198.51
Brent Meyer,38734.95
Anita Mccarthy,83853.65
Geoffrey Smith,47114.2
Debra Cruz,41925.25
Antonio Schmitt,60256.86
Karen Bond,97196.3
Andrea Cooke,22576.88
Scott Riley,26426.7
Renee Jordan,93112.01
Katherine Holland,67656.17
Roger Jones,2643.63
Robert Morris,75352.88
Ryan Martin,78043.8
Leon Brooks,96983.53
Brianna Sanders,27040.84
John Olsen,15276.26
Michael Sherman,63716.17
Taylor Jones,30415.2
Christine Figueroa,89041.56
Anna Clark,86276.95
Andrew Taylor,15795.84
Taylor Humphrey,8335.6
Brian Howard,97660.73
Cindy Wood DVM,80830.74
Jennifer White,24959.14
Angela Cordova,27621.3
Elizabeth Livingston,26819.71
Cody Lara,78672.24
Ryan Keller,84850.71
Mr. Steven Clark II,58348.23
Jennifer Hall,74701.92
Cody Fuentes,77543.66
David Black,81079.73
Rebecca Pratt,37573.19
Mark Walker,78031.33
Christopher Williams,55262.68
Jared Hall,45399.78
Ronald Weber,43162.17
Denise Martin,34090.63
Ms. Courtney Hess,81888.68
Carla Sloan,99674.44
Cody Johnson,20939.09
Sheila Sanchez,43491.89
Christine Robinson,37091.53
Tracy Martin,8296.78
David Green,26503.65
Cynthia Cole,55925.45
David Reese,7654.42
Kristen Taylor,39392.8
Brianna Hahn,76994.57
Kristen Bates,15440.04
Grant Case,87268.71
Nancy Smith,93299.34
Michelle Hansen,26184.2
Stephen Oneill,15095.35
Gabrielle Best,11908.04
Kelsey Shaffer,96754.12
Andrew Heath,56388.2
Christine Garrison,17990.31
Jennifer Hernandez,20378.73
Todd Clark,4315.59
Jay Garcia,11934.05
Alexandra Bailey,60343.23
Carolyn Vega,74371.2
Chad Evans,88033.56
Bryan Henderson,30196.22
Robert Powell,92024.53
Michael Cohen,27216.34
Judy Nelson,14771.99
Gary Frank,17304.75
Richard Ramos,5457.16
Courtney Burke,39208.14
Denise Maldonado,38630.14
Tyler Nguyen,6675.63
Tammy Blankenship,9512.41
Jordan Kim,74031.2
Wendy Silva,31140.94
Christopher Armstrong,34331.2
Keith Riley,10960.54
Nicholas Rose,62073.36
Debra Smith,53478.92
Mrs. Jordan Nelson,9565.32
Christopher Lyons,27831.04
Meredith Patterson,90557.0
Daniel Nixon,60640.71
James Carter,88690.83
Julie Frazier,55952.39
Michelle Stephens,75579.18
Steven Singh,90063.11
Michael Hutchinson,95863.45
Shannon Morrison,71700.24
James Potter,80237.1
Kenneth Griffith,650.74
Kristen Hendricks,89741.21
Ashley Williams,59131.05
Andrew Suarez,97741.44
James Brown,22908.41
Michelle Daniels,54967.05
Lawrence Mercado,47689.69
Diane Heath,17715.56
Timothy Sanchez,52365.75
Ryan Kaufman,14728.1
Eric Mclean,1088.72
Joseph Sanders,78848.57
Patricia Houston,54735.54
Sarah Vazquez,56614.65
Julian Simmons,51498.36
Valerie Greer,99106.33
Brian Graham,27986.84
Matthew Kelly,38904.29
Ryan Miller,70752.47
John Martinez,68341.55
Thomas Burke,98143.63
Christopher Burns,82340.54
Sarah Bell,91496.8
Ian Conrad,82575.22
Kimberly Haynes,19550.75
Jennifer Sanchez,23677.97
Diane Knapp,58032.92
Ryan Little,60428.03
Joseph Monroe,46312.62
Yvonne Herman,66866.87
Mr. Joe Torres,46611.88
Robert Munoz,67711.29
Michael Savage,30155.11
Kara Newman,69448.28
Tiffany Flynn,8858.15
Elizabeth Ross,66104.51
Colleen Grant,15028.79
Shawn Torres,5682.03
Angela Klein,70646.69
Shane Tyler,24731.39
Mrs. Natalie Leblanc,24714.49
Julia Shepherd,66961.82
Ruth Charles,16158.59
Tina Smith,4216.31
Wendy Marsh,88757.77
